analysis_sample_rate,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_mbtags,artist_mbtags_count,artist_name,artist_playmeid,artist_terms,artist_terms_freq,artist_terms_weight,audio_md5,bars_confidence,bars_start,beats_confidence,beats_start,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,release,release_7digitalid,sections_confidence,sections_start,segments_confidence,segments_loudness_max,segments_loudness_max_time,segments_loudness_start,segments_pitches,segments_start,segments_timbre,similar_artists,song_hotttnesss,song_id,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,title,track_7digitalid,track_id,year
22050,95400,0.48004781937147645,0.30660364129709755,b'ARTB56G11C8A41569D',,b'',,b'85e9f066-26f8-4e75-9894-b549a9880255',"(0,)","(0,)",b'Sven Tasnadi',-1,"(22,)","(22,)","(22,)",b'2988e576daa543599dcb67483077cb1c',"(292,)","(292,)","(1173,)","(1173,)",0.0,570.90567,0.15,0.0,7,0.792,-12.28,1,0.646,b'El Fuego De Dentro',120640,"(20,)","(20,)","(2756,)","(2756,)","(2756,)","(2756,)","(2756, 12)","(2756,)","(2756, 12)","(100,)",,b'SOLGRUN12A8C140543',538.372,"(2346,)","(2346,)",122.967,4,1.0,b'2190 Dias Contigo',1247108,b'TRAALEO128F42A7AEA',0
22050,180187,0.6226841673398639,0.36223874670184913,b'AR0GGKI1187FB391D5',,b'',,b'f930ba6a-a87f-44d6-abe5-0c172772d9e4',"(0,)","(0,)",b'Eddie',-1,"(29,)","(29,)","(29,)",b'5c076916431a7ce10156b97e43654fcc',"(134,)","(134,)","(538,)","(538,)",0.0,230.00771,0.0,0.0,9,0.858,-9.748,1,0.606,b'No Control',789426,"(11,)","(11,)","(766,)","(766,)","(766,)","(766,)","(766, 12)","(766,)","(766, 12)","(100,)",,b'SOQCHGV12AC4688FC6',226.708,"(1076,)","(1076,)",142.024,4,0.966,b'No Control',8731770,b'TRAALHD12903D0BD6A',0
22050,74269,0.5934160487797832,0.39570954770762196,b'ARZEWUR1187FB53DC8',50.45663,"b'Belgica -- Namur, Namur/Ghent, East Flanders'",4.87137,b'0be59867-0da4-4e45-9b64-728cdf25487c',"(0,)","(0,)",b'Enthroned',55656,"(28,)","(28,)","(28,)",b'c5aa4f7222ee542e573441589d41ae86',"(77,)","(77,)","(544,)","(544,)",0.0,240.74404,0.0,0.0,2,0.735,-4.878,0,0.838,b'Pentagrammaton',785362,"(10,)","(10,)","(581,)","(581,)","(581,)","(581,)","(581, 12)","(581,)","(581, 12)","(100,)",0.5430528641992896,b'SOXCWTT12AC9075756',240.744,"(1088,)","(1088,)",135.535,7,0.583,b'The Vitalized Shell',8688592,b'TRAALNG12903D014E9',2010
22050,1647,0.6319466659983671,0.3807045358244573,b'AR89DTT1187B9A7ED5',37.77916,b'California - SF',-122.42005,b'2ce96399-f6da-439f-af3a-f319ebe2074c',"(3,)","(3,)",b'Suzanne Ciani',22282,"(47,)","(47,)","(47,)",b'43dcbface8490602d23c28b62b0d3731',"(143,)","(143,)","(431,)","(431,)",0.0,192.20853,0.357,0.0,2,0.523,-23.988,1,0.537,b'Pianissimo',298921,"(8,)","(8,)","(562,)","(562,)","(562,)","(562,)","(562, 12)","(562,)","(562, 12)","(100,)",0.6085000789194116,b'SOAFIPD12A8C13A261',183.229,"(861,)","(861,)",139.189,3,0.418,b'Mozart',3347582,b'TRAALRZ128F429024E',1989
22050,-1,0.20107755968165753,0.0,b'ARTHKKA122BCFCBF58',,b'',,b'2ac02ce5-a398-4f37-b72e-d2888e5c2e4b',"(0,)","(0,)",b'Milan Band',-1,"(3,)","(3,)","(3,)",b'b0218e448b7866c6e417f448523a8265',"(61,)","(61,)","(313,)","(313,)",0.0,152.0322,0.479,0.0,8,0.656,-9.414,1,0.393,b'Milan Milan',162273,"(11,)","(11,)","(506,)","(506,)","(506,)","(506,)","(506, 12)","(506,)","(506, 12)","(100,)",,b'SOMJPML12A8C13D74E',143.871,"(625,)","(625,)",128.598,5,0.197,b'Ciao Milan',1719344,b'TRAALSV128F4282B9B',0
22050,21344,0.6187657854861481,0.40913486879748406,b'ARJDMBO1187B9AD118',,b'',,b'74dca2c7-d7dc-4b13-bd17-502a35db042a',"(0,)","(0,)",b'Johnny Osbourne',34193,"(39,)","(39,)","(39,)",b'dbc1ca432a61faaebf0d69cf262d5ba1',"(143,)","(143,)","(578,)","(578,)",0.0,215.30077,0.588,0.0,3,0.445,-9.741,0,0.496,b'Auralux Reggae Showcase',605167,"(10,)","(10,)","(928,)","(928,)","(928,)","(928,)","(928, 12)","(928,)","(928, 12)","(100,)",0.0,b'SOCVDYI12AC4687DDB',208.376,"(1157,)","(1157,)",163.445,4,0.015,b'Lend Me Your Chopper',6722497,b'TRAALUX12903CFD50B',2004
22050,2199,0.7073356812574015,0.6038764869181625,b'ARYJSY01187B9B7C65',,"b'Locust Ridge, TN'",,b'1d543e07-d0d2-4834-a8db-d65c50c2a856',"(5,)","(5,)",b'Dolly Parton',493,"(11,)","(11,)","(11,)",b'74a6720f987262a284c41e306b2123a4',"(94,)","(94,)","(287,)","(287,)",0.0,155.21914,0.0,0.0,7,0.0,-11.965,0,0.181,b'Heaven',474726,"(7,)","(7,)","(393,)","(393,)","(393,)","(393,)","(393, 12)","(393,)","(393, 12)","(100,)",,b'SOEVGMZ12A8C1421B5',147.673,"(287,)","(287,)",114.027,3,1.0,b'Letter To Heaven',5273054,b'TRAALZC128F92E11A6',1971
22050,81013,0.48800888180325214,0.3140117898326241,b'AR77FBJ1187FB49D8D',42.33168,"b'Detroit, MI'",-83.04792,b'67e82ed6-bbde-4c80-9bc0-c7683a174bfc',"(0,)","(0,)",b'Rance Allen Group',20215,"(20,)","(20,)","(20,)",b'085a20d3b30cd19312a75c34f73ec5a8',"(374,)","(374,)","(374,)","(374,)",0.0,207.12444,0.352,0.0,7,0.662,-12.779,1,0.756,b'Up Above My Head',364642,"(10,)","(10,)","(621,)","(621,)","(621,)","(621,)","(621, 12)","(621,)","(621, 12)","(100,)",,b'SOCGURJ12AB0182AEE',192.447,"(747,)","(747,)",111.316,1,0.0,b'Heaven is Where The Heart Is',4058795,b'TRAALZN128F932D457',0
22050,1244,0.8144481104168003,0.6079718095629023,b'ARFVYJI1187B9B8E13',47.60356,"b'Seattle, WA'",-122.32944,b'83b9cbe7-9857-49e2-ab8e-b57b01038103',"(7,)","(7,)",b'Pearl Jam',1252,"(33,)","(33,)","(33,)",b'8a45e57e7de179def87adcd3f6c87876',"(250,)","(250,)","(766,)","(766,)",0.0,428.56444,4.267,0.0,4,0.743,-8.403,0,0.727,b'Pearl Jam',307651,"(15,)","(15,)","(1097,)","(1097,)","(1097,)","(1097,)","(1097, 12)","(1097,)","(1097, 12)","(100,)",0.6593046691644056,b'SOHTWLT12A8C13CFE1',414.697,"(1531,)","(1531,)",105.994,3,1.0,b'Inside Job',3475412,b'TRAAMES128F42AF068',2006
22050,4139,0.6904475497729028,0.5077816674051294,b'ARBM4TC1187FB5CE98',,"b'Los Angeles, CA'",,b'eb45032c-80da-469c-be20-1d09f08ef37f',"(1,)","(1,)",b'Natalie Cole',2221,"(17,)","(17,)","(17,)",b'a24b7b9ea018349a06ad86e1c8d5b170',"(265,)","(265,)","(265,)","(265,)",0.0,185.7824,3.059,0.0,8,0.015,-13.251,1,0.236,b'Take A Look',614890,"(9,)","(9,)","(478,)","(478,)","(478,)","(478,)","(478, 12)","(478,)","(478, 12)","(100,)",,b'SOVQZYP12A8C144692',174.556,"(530,)","(530,)",88.489,1,0.249,b'Take A Look  (LP Version)',6835825,b'TRAAMFG128F92FDEA2',0
22050,29785,0.7804617487770407,0.5742747305168561,b'ARMQHX71187B9890D3',,"b'Atlanta, GA'",,b'bc5e2ad6-0a4a-4d90-b911-e9a7e6861727',"(8,)","(8,)",b'Mastodon',-1,"(32,)","(32,)","(32,)",b'51082f473bc0ee5b02b8c52509e0a4cb',"(325,)","(325,)","(1303,)","(1303,)",0.0,654.28853,3.048,0.0,7,0.539,-5.884,0,0.617,b'Crack The Skye',538734,"(17,)","(17,)","(1565,)","(1565,)","(1565,)","(1565,)","(1565, 12)","(1565,)","(1565, 12)","(100,)",0.6266128026956008,b'SOHHANU12A58A77C66',638.462,"(2606,)","(2606,)",118.433,4,0.802,b'The Czar: Usurper/Escape/Martyr/Spiral (Album Version)',5964972,b'TRAAMFT128F93128AD',2009
22050,23316,0.6058740493326593,0.433945513830991,b'ARYXJ5A1187B9B9E56',36.69094,b'Jerez De La Frontera (C\xc3\xa1diz)',-6.13487,b'428743da-1684-4bd4-9d0c-89f34df5f529',"(0,)","(0,)",b'Kiril Valeri',73536,"(33,)","(33,)","(33,)",b'1ec172a29efeae42ed90f67b295392cd',"(114,)","(114,)","(461,)","(461,)",0.0,306.72934,0.0,0.0,11,0.0,-6.929,1,0.232,b'Behind The Blue',767591,"(11,)","(11,)","(1151,)","(1151,)","(1151,)","(1151,)","(1151, 12)","(1151,)","(1151, 12)","(100,)",0.2707759989463275,b'SOTHWPG12AB018C90E',276.149,"(1845,)","(1845,)",96.007,4,0.906,b'Bulgarian Dream',8498878,b'TRAAMGJ12903CD315C',0
22050,409984,0.6388802061278953,0.24634071356237247,b'ARULHJM1187B997004',,b'',,b'38f0411c-a411-4d20-aa28-c06b4e1cd397',"(0,)","(0,)",b'Word',-1,"(12,)","(12,)","(12,)",b'f2ee8363afd40df6bfa42dcb0887a483',"(177,)","(177,)","(710,)","(710,)",0.0,229.51138,3.233,0.0,9,0.457,-4.198,1,0.398,b'Matumago X Press',554760,"(9,)","(9,)","(1148,)","(1148,)","(1148,)","(1148,)","(1148, 12)","(1148,)","(1148, 12)","(100,)",,b'SOOQHNV12AB0186CD4',222.285,"(1421,)","(1421,)",187.807,4,0.381,b'Amalgama',6134168,b'TRAAMII128F933B583',0
22050,1915,0.7120989021279718,0.41339391128749997,b'AROTIMO1187FB532BF',,b'Compton CA',,b'542f4f08-4d8f-48db-a414-d3a33a62929f',"(0,)","(0,)",b'DJ Quik',7070,"(37,)","(37,)","(37,)",b'7842a4d5d8e2cd36045b7736e6e47e25',"(154,)","(154,)","(619,)","(619,)",0.0,205.58322,0.0,0.0,7,0.025,-6.998,0,0.312,b'The Best of DJ Quik - Da Finale',528941,"(11,)","(11,)","(958,)","(958,)","(958,)","(958,)","(958, 12)","(958,)","(958, 12)","(100,)",,b'SOSGXRU12AAF3B2B07',202.931,"(1238,)","(1238,)",181.115,4,0.701,b'Born and Raised In Compton',5845776,b'TRAAMJY128F92F5919',1991
22050,2090,0.6357570221000797,0.3794369722404727,b'AR0X3JJ1187FB3A9A7',,"b'McLellan, FL'",,b'c8d0d74b-80eb-4746-8cea-f5df78b4b90c',"(0,)","(0,)",b'Hank Locklin',16411,"(44,)","(44,)","(44,)",b'a3ad479a5fd961c2122c0c79622ed703',"(76,)","(76,)","(309,)","(309,)",0.0,127.05914,0.322,0.0,2,0.826,-12.772,1,0.936,b'RCA Country Legends',293622,"(8,)","(8,)","(535,)","(535,)","(535,)","(535,)","(535, 12)","(535,)","(535, 12)","(100,)",0.4944895175021134,b'SOFRUDU12A8C13A40C',114.724,"(618,)","(618,)",148.357,4,0.097,"b""We're Gonna Go Fishin'""",3301722,b'TRAAMKI128F428537A',0
22050,618,0.7864270833791762,0.5122267383177268,b'AR035N21187FB3938E',34.23294,b'Earth',-102.4102,b'88e2147d-0332-46f6-85b2-b5f463ba957b',"(5,)","(5,)",b'BT',-1,"(22,)","(22,)","(22,)",b'4059feae238ef4d17163a7d9f74e1652',"(20,)","(20,)","(82,)","(82,)",0.0,44.35546,0.0,0.0,1,0.0,-18.147,0,0.0,b'LOOK (Original Motion Picture Soundtrack)',472444,"(3,)","(3,)","(181,)","(181,)","(181,)","(181,)","(181, 12)","(181,)","(181, 12)","(100,)",0.30416950343527516,b'SONXLQQ12AB0184B54',44.355,"(163,)","(163,)",136.164,4,0.68,b'Robbers Kill Cop',5250706,b'TRAAMKL128F9347D8A',0
22050,95199,0.6228299968847893,0.4269442562357665,b'ARA0H5U1187FB47949',,b'',,b'6b5f8f90-ee6f-4dd4-aba5-1dc685f42779',"(0,)","(0,)",b'2-4 Grooves feat. Reki D.',-1,"(20,)","(20,)","(20,)",b'cf983e0bbe786d22ae4c7fc543b12767',"(103,)","(103,)","(414,)","(414,)",0.0,203.83302,2.067,0.0,4,0.648,-7.661,0,0.629,b'Relax',763206,"(8,)","(8,)","(882,)","(882,)","(882,)","(882,)","(882, 12)","(882,)","(882, 12)","(100,)",,b'SOKPHVH12AB0187460',195.117,"(827,)","(827,)",126.941,4,1.0,b'Relax',8450582,b'TRAAMKP12903CC74F4',2009
22050,41495,0.38230828283667867,0.28356259598084455,b'AR358YS1187FB44A29',37.20897,"b'Springfield, MO'",-93.29156,b'42b93918-afa2-4f77-b231-b1244606900d',"(0,)","(0,)",b'The Jordanaires',17204,"(13,)","(13,)","(13,)",b'4ef6b56adef81b73d7f48ce430203a95',"(150,)","(150,)","(453,)","(453,)",0.0,176.50893,0.497,0.0,5,0.526,-17.308,1,0.595,b'Joy In Our Hearts - The Gospel Side Of The Jordanaires',239244,"(9,)","(9,)","(357,)","(357,)","(357,)","(357,)","(357, 12)","(357,)","(357, 12)","(100,)",,b'SOIUGDX12A6D4FDECA',165.535,"(453,)","(453,)",159.582,3,1.0,b'Sweet By And By',3029052,b'TRAAMKW128F4249CF0',0
22050,68151,0.7272303154628746,0.4765593789777819,b'ARANOZN1187B9B373E',,"b'Los Angeles, CA'",,b'f035837e-4117-438d-a524-cacf43500e68',"(6,)","(6,)",b'Descendents',38191,"(36,)","(36,)","(36,)",b'3872e798955f1ff5a0bbce25d82cfed1',"(47,)","(47,)","(207,)","(207,)",0.0,140.66893,0.078,0.0,6,0.006,-28.347,0,0.127,b'Enjoy!',329967,"(7,)","(7,)","(460,)","(460,)","(460,)","(460,)","(460, 12)","(460,)","(460, 12)","(100,)",0.5194485814940588,b'SOAYYDM12AB01817E6',135.285,"(413,)","(413,)",89.495,4,0.614,b'Orgofart',3707502,b'TRAAMPA128F92E7D0D',1986
22050,1390,0.6657283364248289,0.45694055844157816,b'ARHONG11187FB3B120',29.78772,b'katy',-95.82333,b'87684162-ab42-4cfa-bf22-ebe237035f54',"(0,)","(0,)",b'L.A. Guns',7926,"(46,)","(46,)","(46,)",b'a13b20468a62dfffbaafa9e9e7422604',"(110,)","(110,)","(349,)","(349,)",0.0,201.09016,0.0,0.0,5,0.608,-2.869,0,0.505,b'A Nite On The Strip - Live',71267,"(6,)","(6,)","(553,)","(553,)","(553,)","(553,)","(553, 12)","(553,)","(553, 12)","(100,)",,b'SORAJXA12A58A7A4C9',201.09,"(700,)","(700,)",102.259,3,1.0,b'Bitch Is Back',746719,b'TRAAMSO128EF348DCC',1988
22050,19767,0.5393805902106864,0.3605835821516753,b'ARRA2F91187B9B4061',,b'',,b'7463fbd2-60fb-471a-a5cd-d42b75d72dad',"(0,)","(0,)",b'Bare Jr.',23520,"(11,)","(11,)","(11,)",b'ab0d99e24684e8c59ec14eff82b07bc4',"(152,)","(152,)","(459,)","(459,)",0.0,254.79791,0.0,0.0,10,0.647,-7.309,1,0.54,b'Boo-Tay',282150,"(10,)","(10,)","(772,)","(772,)","(772,)","(772,)","(772, 12)","(772,)","(772, 12)","(100,)",0.0,b'SODJUNF12A8C13337F',236.141,"(917,)","(917,)",107.529,3,1.0,b'Naked Albino',3158447,b'TRAAMXP128F4264F6A',1998
22050,34732,0.07512476163907388,0.3701947010583135,b'ARSGZ3J1187FB3E610',34.01156,"b'Santa Monica, CA'",-118.49229,b'26055e60-857e-43f3-aad5-a0f1d6d1a828',"(0,)","(0,)",b'Shelley Fabares',-1,"(27,)","(27,)","(27,)",b'e9861496831ed6229a6fc6a94fd4f0f0',"(56,)","(56,)","(232,)","(232,)",0.0,143.0722,0.32,0.0,0,0.675,-15.351,1,0.353,b'The Best Of Shelley Fabares [Digital Version]',46723,"(10,)","(10,)","(417,)","(417,)","(417,)","(417,)","(417, 12)","(417,)","(417, 12)","(100,)",0.0,b'SOVDDWO12A6D4F9A78',133.724,"(464,)","(464,)",99.408,4,1.0,b'Johnny Loves Me (LP Version)',499172,b'TRAAMYQ128F148B753',0
22050,428115,0.31241512329832843,0.2506012864465103,b'ARMQ32V1187B9999F3',52.88356,b'England',-1.97406,b'33d03c1a-77ce-4ada-bed2-7dfbd312c21b',"(4,)","(4,)",b'Norrie Paramor',-1,"(12,)","(12,)","(12,)",b'37f922d06487bfa3e21df46f56e03061',"(50,)","(50,)","(212,)","(212,)",0.0,163.49995,2.171,0.0,9,0.753,-25.694,1,0.629,b'In London_ In Love',575880,"(9,)","(9,)","(287,)","(287,)","(287,)","(287,)","(287, 12)","(287,)","(287, 12)","(100,)",0.0,b'SOFGQAP12AB0185946',156.212,"(424,)","(424,)",79.731,4,0.897,b'Dearly Beloved',6382258,b'TRAAMZB12903CAB002',0
22050,23683,0.5247000411070547,0.38976551809145177,b'AR8EDG51187FB41A08',,b'',,b'9ee12319-bfdb-4b63-a0b3-a7968a664a6c',"(0,)","(0,)",b'Gary Hobbs',51164,"(10,)","(10,)","(10,)",b'27e1fcaaee813988e1140b5a9c331e43',"(903,)","(903,)","(903,)","(903,)",0.0,289.64526,0.0,0.0,0,0.403,-9.435,1,0.578,b'Of My Times',539974,"(14,)","(14,)","(1268,)","(1268,)","(1268,)","(1268,)","(1268, 12)","(1268,)","(1268, 12)","(100,)",0.0,b'SORGLCR12AB0184B69',286.18,"(1805,)","(1805,)",188.502,1,0.0,b'The Look Of Love',5979322,b'TRAAMZR128F9315DCC',0
22050,89684,0.5678142640009771,0.37668863102209926,b'AR1GYND1187B9A9CD3',38.43773,"b'Santa Rosa, California'",-122.71242,b'044cb251-d596-40e2-a4a8-6b2943af05c9',"(2,)","(2,)",b'Diesel Boy',38194,"(25,)","(25,)","(25,)",b'2d23a4cc6dbbd82315a0da35efc13fc6',"(272,)","(272,)","(272,)","(272,)",0.0,124.15955,0.38,0.0,11,0.724,-4.793,1,0.583,b'Venus Envy',558289,"(5,)","(5,)","(497,)","(497,)","(497,)","(497,)","(497, 12)","(497,)","(497, 12)","(100,)",0.40565219615969267,b'SOLBIIE12AB0184DFC',122.015,"(545,)","(545,)",133.729,1,0.046,b'Cooler Than You',6176506,b'TRAANBH128F9345A6C',1998
22050,1796,0.6987704777958721,0.39945172400502926,b'AR1PCLK1187FB5BBFF',40.14323,b'New Jersey',-74.72671,b'5894dac5-0260-4175-b36e-e34680a859d6',"(2,)","(2,)",b'Angelo Badalamenti',-1,"(38,)","(38,)","(38,)",b'7d83ec283fd20c7a95a13c0ee547bddd',"(96,)","(96,)","(391,)","(391,)",0.0,167.3922,0.131,0.0,4,0.694,-17.623,0,0.591,"b""Freddy's Favorites: The Best of A Nightmare On Elm Street""",275722,"(9,)","(9,)","(349,)","(349,)","(349,)","(349,)","(349, 12)","(349,)","(349, 12)","(100,)",0.4454545254934259,b'SORHOEV12A81C20F71',163.149,"(782,)","(782,)",139.136,4,0.63,b'Taryns Deepest Fear',3070778,b'TRAANKK128F42531BC',0
22050,8580,0.7848203890392526,0.5725833363950456,b'ARF0W6Z1187B9AC325',,b'',,b'7e26cbe1-b8f5-4215-af82-e43d5f8ff308',"(7,)","(7,)",b'Cradle Of Filth',5498,"(21,)","(21,)","(21,)",b'1e290c2cd6c75189aa5e21aa427cf9f2',"(248,)","(248,)","(995,)","(995,)",0.0,321.35791,0.0,0.0,2,0.341,-6.2,0,0.369,b'Bitter Suites to Succubi',179267,"(13,)","(13,)","(835,)","(835,)","(835,)","(835,)","(835, 12)","(835,)","(835, 12)","(100,)",,b'SOFPYXC12A58A7A4B9',312.761,"(1990,)","(1990,)",193.693,4,0.617,b'Summer Dying Fast',1937965,b'TRAANLO128F422AE37',1994
22050,354511,0.5202049113174553,0.36150980217715184,b'ARWGIOC1187FB4CBEF',37.16793,b'United States',-95.84502,b'7d4624c6-5e71-49f9-a3aa-fc9951953cbb',"(0,)","(0,)",b'Jim Chappell',-1,"(30,)","(30,)","(30,)",b'a74b2b18eabac6e6ef4fa7733e077795',"(79,)","(79,)","(325,)","(325,)",0.0,263.94077,0.429,0.0,0,0.693,-19.821,1,0.528,b'Manila Nights',517634,"(11,)","(11,)","(453,)","(453,)","(453,)","(453,)","(453, 12)","(453,)","(453, 12)","(100,)",,b'SOFQGCQ12AB0183609',248.123,"(650,)","(650,)",76.693,4,0.524,b'Still',5729973,b'TRAANLZ128F934EC42',0
22050,182708,0.4796956080800962,0.22005076466880738,b'ARZHLNX1187FB4B8E7',40.71455,b'NY - New York City',-74.00712,b'be52fe49-369d-4e75-8590-6feaa3a3510a',"(0,)","(0,)",b'Ladybug',-1,"(23,)","(23,)","(23,)",b'fc4a7769383f9a9547848f2469ae7b31',"(179,)","(179,)","(720,)","(720,)",0.0,341.36771,0.0,0.0,10,0.432,-9.632,1,0.304,b'Snapshot',686750,"(11,)","(11,)","(2230,)","(2230,)","(2230,)","(2230,)","(2230, 12)","(2230,)","(2230, 12)","(100,)",,b'SOEBDBO12AC4688712',324.679,"(1440,)","(1440,)",126.95,4,0.575,b'Snapshot',7621301,b'TRAANMF12903CEAFEF',0
22050,423502,0.4630872537342178,0.32785892465345917,b'ARC25S11187B993923',,b'',,b'5bfb0a12-0f7a-4e68-880f-381169ca27ac',"(0,)","(0,)",b'Bandido',215105,"(32,)","(32,)","(32,)",b'92c2d8076afefc3d2bac84a0a9c75057',"(801,)","(801,)","(801,)","(801,)",0.0,333.13914,0.0,0.0,6,0.598,-5.671,1,0.532,b'End Of The Road - Single',766687,"(16,)","(16,)","(1492,)","(1492,)","(1492,)","(1492,)","(1492, 12)","(1492,)","(1492, 12)","(100,)",,b'SONIQSB12AB0189829',317.719,"(1602,)","(1602,)",144.812,1,0.091,b'End Of The Road (Head Horny\x19s Remix)',8488956,b'TRAANRI12903CD0A9C',0
22050,288930,0.5156110959367503,0.0,b'ARKE8PP1187B997DD4',,b'',,b'dd7d3072-332a-4bad-bd0e-5f038cc3b269',"(0,)","(0,)",b'Brixx',-1,"(16,)","(16,)","(16,)",b'93fff8cf7d303af7df6eaf9c5b5fbea5',"(198,)","(198,)","(797,)","(797,)",0.0,349.12608,0.0,0.0,11,0.7,-11.708,0,0.319,b'7 Miles',545429,"(10,)","(10,)","(2085,)","(2085,)","(2085,)","(2085,)","(2085, 12)","(2085,)","(2085, 12)","(100,)",,b'SOYNEII12AB0181DB6',338.506,"(1594,)","(1594,)",138.003,4,0.0,b'7 Miles',6036365,b'TRAANTD128F9323B23',0
22050,7338,0.9057768886660886,0.5984585009824434,b'ARK9TRQ1187B99C095',41.50471,"b'Cleveland, OH'",-81.69074,b'b7ffd2af-418f-4be2-bdd1-22f8b48613da',"(12,)","(12,)",b'Nine Inch Nails',-1,"(29,)","(29,)","(29,)",b'5b4d35b31ece90b927c4513203d749b4',"(91,)","(91,)","(372,)","(372,)",0.0,168.56771,0.0,0.0,7,0.576,-16.968,0,0.621,b'Things Falling Apart',15567,"(7,)","(7,)","(524,)","(524,)","(524,)","(524,)","(524, 12)","(524,)","(524, 12)","(100,)",,b'SOKIGWD12A6701DE9D',159.637,"(744,)","(744,)",130.284,4,0.706,b'The Frail',163540,b'TRAANTZ128E0792529',1999
22050,589889,0.35221281658738174,0.2979492662186256,b'ARGTUWC1187B9904A0',,b'',,b'dcf9547a-8512-48c1-89a1-1c15d231a283',"(0,)","(0,)",b'Susana Seivane',-1,"(24,)","(24,)","(24,)",b'f2b1fa30d3b5f0cf61b38f831bf0ac1a',"(220,)","(220,)","(885,)","(885,)",0.0,350.71955,0.519,0.0,10,0.881,-13.038,1,0.901,b'Os so\xc3\xb1os que volven',789959,"(13,)","(13,)","(919,)","(919,)","(919,)","(919,)","(919, 12)","(919,)","(919, 12)","(100,)",0.0,b'SOHXKAN12AC46872F1',334.17,"(1770,)","(1770,)",152.013,4,1.0,b'Para Milladoiro',8736894,b'TRAAODT12903D0D16E',2010
22050,198307,0.38514335108945025,0.2721901520589511,b'ARFS01P1187B9A395A',42.17963,"b'Blandford, MA'",-72.92483,b'42f892c2-4f32-4380-8c14-dad3e926d840',"(0,)","(0,)",b'Leland Martin',-1,"(12,)","(12,)","(12,)",b'677f09670959f31c0c3207a688e205b7',"(111,)","(111,)","(447,)","(447,)",0.0,175.62077,0.148,0.0,4,0.852,-10.647,1,0.743,b'Leland Martin',259476,"(9,)","(9,)","(606,)","(606,)","(606,)","(606,)","(606, 12)","(606,)","(606, 12)","(100,)",,b'SOQZHMH12A8C13A393',167.358,"(894,)","(894,)",159.968,4,0.415,b'Stone Cold Fingers (Bonus Track)',2848238,b'TRAAOEH128F426A82F',0
22050,9789,0.6820456916342974,0.3734642277637134,b'ARGWIHH1187B9A79B0',,b'',,b'f1ce0a98-fed9-4337-b817-398720ff6bd8',"(6,)","(6,)",b'Test Icicles',-1,"(45,)","(45,)","(45,)",b'6f5252a3b7c382bdcf61d681b5432afb',"(51,)","(51,)","(235,)","(235,)",0.0,190.24934,0.0,0.0,4,0.441,-4.172,0,0.326,b'For Screening Purposes Only',534031,"(8,)","(8,)","(573,)","(573,)","(573,)","(573,)","(573, 12)","(573,)","(573, 12)","(100,)",0.5430528641992896,b'SOLEYPL12A6D4F83CE',185.289,"(469,)","(469,)",75.031,4,1.0,b'Snowball',5902774,b'TRAAOIN128F9303790',2005
22050,16322,0.6309286076787999,0.46155845195981815,b'AR5MK521187B98E0B8',51.50632,"b'London, England'",-0.12714,b'0796f847-09ca-4526-b17e-44390dd536ba',"(7,)","(7,)",b'Heaven 17',6680,"(46,)","(46,)","(46,)",b'b9dadbe1c29d273387a3e7edb5140cbb',"(160,)","(160,)","(644,)","(644,)",0.0,255.16363,2.67,0.0,7,0.473,-10.756,1,0.505,b'Endless',23134,"(11,)","(11,)","(1118,)","(1118,)","(1118,)","(1118,)","(1118, 12)","(1118,)","(1118, 12)","(100,)",,b'SOZFCNC12A6D4F76F3',248.337,"(1287,)","(1287,)",150.837,4,0.466,"b""(We Don't Need This) Fascist Groove Thang""",241101,b'TRAAOJI128F1458DCD',1981
22050,143296,0.48510791763152933,0.2473405842381235,b'ARU22AM1187B9961EA',,b'',,b'ac839735-6abe-4a65-a18c-05f132574641',"(0,)","(0,)",b'React',19849,"(30,)","(30,)","(30,)",b'79972f9cfc31c82a3804bd28900ab7f9',"(278,)","(278,)","(278,)","(278,)",0.0,120.2673,0.502,0.0,10,0.634,-3.422,0,0.52,b'That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split',220650,"(5,)","(5,)","(469,)","(469,)","(469,)","(469,)","(469, 12)","(469,)","(469, 12)","(100,)",,b'SOPUQFS12A8C13DE1E',116.013,"(556,)","(556,)",143.231,1,0.0,b'Drunk Alone',2409241,b'TRAAOPW128F428AE31',0
22050,95400,0.48004781937147645,0.30660364129709755,b'ARTB56G11C8A41569D',,b'',,b'85e9f066-26f8-4e75-9894-b549a9880255',"(0,)","(0,)",b'Sven Tasnadi',-1,"(22,)","(22,)","(22,)",b'34daf4cc07595feaada8ca4abc96c4c4',"(287,)","(287,)","(1151,)","(1151,)",0.0,557.26975,0.0,0.0,11,0.259,-12.26,1,0.462,b'Break The Night',515188,"(12,)","(12,)","(2890,)","(2890,)","(2890,)","(2890,)","(2890, 12)","(2890,)","(2890, 12)","(100,)",,b'SOPNRDT12AB018A2D8',508.54,"(2303,)","(2303,)",123.993,4,0.302,b'Charisma',5706978,b'TRAAORY128F934984F',0
